1987	NW	108273.0
1987	PI	116482.0
1987	PS	41706.0
1987	TW	69650.0
1987	WN	61975.0
1988	AA	694757.0
1988	AS	89822.0
1988	CO	457031.0
1988	DL	753983.0
1988	EA	389292.0
1988	HP	180871.0
1988	UA	587144.0
1988	US	494383.0
1989	NW	451752.0
1989	PI	286518.0
1989	TW	276471.0
1989	WN	288802.0
1990	NW	461745.0
1990	TW	264182.0
1990	WN	322759.0
1991	AA	725191.0
1991	AS	98952.0
1991	CO	424734.0
1991	DL	874791.0
1991	HP	219896.0
1991	UA	630093.0
1991	US	907184.0
1992	NW	474931.0
1992	TW	246449.0
1992	WN	422912.0
1993	AA	786696.0
1993	AS	98431.0
1993	CO	419560.0
1993	DL	898896.0
1993	HP	176756.0
1993	UA	649086.0
1993	US	833131.0
1994	NW	482798.0
1994	TW	258205.0
1994	WN	565426.0
1995	AA	688471.0
1995	AS	135124.0
1995	CO	434425.0
1995	DL	884019.0
1995	HP	194508.0
1995	UA	724807.0
1995	US	778835.0
1996	NW	543041.0
1996	TW	282176.0
1996	WN	757419.0
1997	AA	663954.0
1997	AS	147750.0
1997	CO	403349.0
1997	DL	921850.0
1997	HP	206304.0
1997	UA	743847.0
1997	US	718751.0
1998	NW	527512.0
1998	TW	274073.0
1998	WN	815069.0
1999	AA	692653.0
1999	AS	156098.0
1999	CO	400014.0
1999	DL	914130.0
1999	HP	209496.0
1999	UA	774370.0
1999	US	714430.0
2000	AA	742265.0
2000	AQ	11036.0
2000	AS	154171.0
2000	CO	393036.0
2000	DL	908029.0
2000	HP	219160.0
2000	UA	776559.0
2000	US	748624.0
2001	NW	533045.0
2001	TW	244721.0
2001	WN	957145.0
2002	AA	852439.0
2002	AS	159194.0
2002	CO	325246.0
2002	DL	728758.0
2002	HP	196111.0
2002	MQ	439984.0
2002	UA	587887.0
2002	US	511664.0
2003	EV	273712.0
2003	HA	7831.0
2003	NW	499160.0
2003	WN	958566.0
2003	XE	328086.0
2004	AA	698548.0
2004	AS	166992.0
2004	B6	89834.0
2004	CO	299329.0
2004	DH	264955.0
2004	DL	687638.0
2004	FL	162558.0
2004	HP	195939.0
2004	MQ	483088.0
2004	OO	463448.0
2004	TZ	75533.0
2004	UA	555812.0
2004	US	419919.0
2005	EV	304647.0
2005	F9	53255.0
2005	HA	48183.0
2005	NW	480832.0
2005	OH	381337.0
2005	WN	1036034.0
2005	XE	403767.0
2006	AA	643597.0
2006	AQ	35387.0
2006	AS	159404.0
2006	B6	155732.0
2006	CO	309389.0
2006	DL	506086.0
2006	FL	237645.0
2006	MQ	550088.0
2006	OO	548109.0
2006	TZ	19602.0
2006	UA	500008.0
2006	US	504844.0
2007	EV	286234.0
2007	F9	97760.0
2007	HA	56175.0
2007	NW	414526.0
2007	OH	233787.0
2007	WN	1168871.0
2007	XE	434773.0
2007	YV	294362.0
2008	9E	262208.0
2008	AA	604885.0
2008	AQ	7800.0
2008	AS	151102.0
2008	B6	196091.0
2008	CO	298455.0
2008	DL	451931.0
2008	FL	261684.0
2008	MQ	490693.0
2008	OO	567159.0
2008	UA	449515.0
2008	US	453589.0
1987	PA (1)	16785.0
1989	PA (1)	79333.0
1990	PA (1)	83056.0
1987	AA	165121.0
1987	AS	21406.0
1987	CO	123002.0
1987	DL	185813.0
1987	EA	108776.0
1987	HP	45399.0
1987	UA	152624.0
1987	US	94814.0
1988	NW	431440.0
1988	PI	470957.0
1988	PS	41911.0
1988	TW	275819.0
1988	WN	262422.0
1989	AA	723252.0
1989	AS	89122.0
1989	CO	410322.0
1989	DL	783320.0
1989	EA	169704.0
1989	HP	195588.0
1989	UA	574674.0
1989	US	712342.0
1990	AA	712060.0
1990	AS	97934.0
1990	CO	427570.0
1990	DL	824062.0
1990	EA	252013.0
1990	HP	216314.0
1990	UA	606713.0
1990	US	1002485.0
1991	NW	460230.0
1991	TW	231769.0
1991	WN	368734.0
1992	AA	782371.0
1992	AS	102207.0
1992	CO	421974.0
1992	DL	916593.0
1992	HP	199066.0
1992	UA	639349.0
1992	US	886305.0
1993	NW	474831.0
1993	TW	244782.0
1993	WN	488332.0
1994	AA	722277.0
1994	AS	117475.0
1994	CO	484834.0
1994	DL	874526.0
1994	HP	177851.0
1994	UA	638750.0
1994	US	857906.0
1995	NW	521693.0
1995	TW	272452.0
1995	WN	693101.0
1996	AA	655539.0
1996	AS	144291.0
1996	CO	414410.0
1996	DL	888306.0
1996	HP	203001.0
1996	UA	735266.0
1996	US	728534.0
1997	NW	537152.0
1997	TW	274037.0
1997	WN	794849.0
1998	AA	653919.0
1998	AS	152220.0
1998	CO	399273.0
1998	DL	915095.0
1998	HP	203071.0
1998	UA	748459.0
1998	US	696030.0
1999	NW	537180.0
1999	TW	275830.0
1999	WN	853683.0
2000	NW	551337.0
2000	TW	267131.0
2000	WN	911699.0
2001	AA	716985.0
2001	AQ	53798.0
2001	AS	156447.0
2001	CO	377281.0
2001	DL	835236.0
2001	HP	209979.0
2001	MQ	489418.0
2001	UA	704977.0
2001	US	688748.0
2002	NW	513331.0
2002	WN	956745.0
2003	AA	752241.0
2003	AS	161594.0
2003	B6	67184.0
2003	CO	302742.0
2003	DH	291600.0
2003	DL	660617.0
2003	FL	144700.0
2003	HP	189519.0
2003	MQ	429098.0
2003	OO	396801.0
2003	TZ	69176.0
2003	UA	543957.0
2003	US	411956.0
2004	EV	278861.0
2004	HA	48077.0
2004	NW	507286.0
2004	OH	373346.0
2004	WN	990404.0
2004	XE	367703.0
2005	AA	673569.0
2005	AS	158100.0
2005	B6	111050.0
2005	CO	296661.0
2005	DH	136492.0
2005	DL	658302.0
2005	FL	195392.0
2005	HP	197853.0
2005	MQ	532032.0
2005	OO	517454.0
2005	TZ	44109.0
2005	UA	485918.0
2005	US	425609.0
2006	EV	273143.0
2006	F9	90181.0
2006	HA	52173.0
2006	NW	432880.0
2006	OH	278099.0
2006	WN	1099321.0
2006	XE	441470.0
2006	YV	304764.0
2007	9E	258851.0
2007	AA	633857.0
2007	AQ	46360.0
2007	AS	160185.0
2007	B6	191450.0
2007	CO	323151.0
2007	DL	475889.0
2007	FL	263159.0
2007	MQ	540494.0
2007	OO	597882.0
2007	UA	490002.0
2007	US	485447.0
2008	EV	280575.0
2008	F9	95762.0
2008	HA	61826.0
2008	NW	347652.0
2008	OH	197607.0
2008	WN	1201754.0
2008	XE	374510.0
2008	YV	254930.0
1988	PA (1)	72264.0
1991	ML (1)	70622.0
1991	PA (1)	64729.0
